production_run_id,production_date,product_id,quantity_produced,direct_labor_hours,waste_quantity_produced,waste_reason
PR01628,2024-06-16,P065,374,178.78,0,None
PR01629,2023-03-30,P022,254,42.7,0,None
PR01630,2024-07-07,P047,86,23.6,0,None
PR01631,2023-06-22,P041,54,8.83,4,Defective Material
PR01632,2024-07-06,P071,497,209.69,38,Overproduction
PR01633,2024-07-29,P006,80,37.28,0,None
PR01634,2024-09-11,P041,343,111.86,0,None
PR01635,2024-09-12,P037,189,34.52,0,None
PR01636,2023-01-31,P011,225,32.95,0,None
PR01637,2023-04-12,P008,191,62.67,0,None
PR01638,2023-07-30,P009,394,152.68,0,None
PR01639,2024-12-22,P006,366,54.81,0,None
PR01640,2024-12-24,P025,368,111.79,0,None
PR01641,2024-11-20,P075,188,36.62,0,None
PR01642,2023-03-26,P012,67,30.23,5,Overproduction
PR01643,2024-10-11,P077,427,124.96,0,None
PR01644,2023-08-08,P088,420,172.07,13,Spoilage
PR01645,2023-07-11,P041,412,75.4,0,None
PR01646,2024-08-12,P061,77,32.38,0,None
PR01647,2023-08-27,P017,323,81.43,0,None
PR01648,2024-07-17,P048,111,20.97,0,None
PR01649,2024-10-20,P052,79,29.88,0,None
PR01650,2024-05-05,P079,489,243.21,0,None
PR01651,2023-07-23,P079,181,47.14,0,None
PR01652,2024-08-04,P056,228,77.56,1,Defective Material
PR01653,2024-11-03,P010,73,17.79,0,None
PR01654,2023-04-04,P048,213,67.66,0,None
PR01655,2024-03-12,P085,77,38.22,1,Spoilage
PR01656,2024-12-08,P033,199,90.52,0,None
PR01657,2024-09-22,P085,345,138.71,0,None
PR01658,2023-03-08,P018,243,55.08,0,None
PR01659,2024-10-26,P049,272,107.23,0,None
PR01660,2024-06-09,P029,492,55.91,0,None
PR01661,2024-06-28,P043,414,60.76,16,Spoilage
PR01662,2023-01-08,P043,397,98.75,0,None
PR01663,2023-10-23,P077,170,80.52,0,None
PR01664,2024-07-17,P075,340,166.11,0,None
PR01665,2023-03-28,P019,294,115.61,0,None
PR01666,2023-10-31,P050,71,12.71,0,None
PR01667,2024-08-07,P026,229,61.13,0,None
PR01668,2023-03-10,P095,262,47.02,0,None
PR01669,2024-05-09,P096,228,113.91,0,None
PR01670,2024-10-15,P025,211,28.53,15,Production Error
PR01671,2024-06-26,P030,397,103.07,0,None
PR01672,2024-09-04,P052,351,74.57,0,None
PR01673,2023-03-31,P032,76,29.39,0,None
PR01674,2024-03-07,P095,359,163.58,0,None
PR01675,2024-02-05,P069,170,29.13,0,None
PR01676,2023-07-26,P005,263,124.16,0,None
PR01677,2023-01-04,P053,187,79.91,17,Spoilage
PR01678,2023-07-01,P001,145,50.68,8,Spoilage
PR01679,2024-10-30,P087,216,56.62,0,None
PR01680,2023-04-05,P100,269,88.61,0,None
PR01681,2024-12-09,P050,396,100.61,0,None
PR01682,2023-02-22,P032,338,97.4,17,Defective Material
PR01683,2023-02-05,P084,450,163.23,0,None
PR01684,2024-11-26,P016,225,105.51,19,Overproduction
PR01685,2024-09-14,P081,355,58.88,0,None
PR01686,2024-04-14,P014,112,18.61,1,Defective Material
PR01687,2024-02-11,P062,144,29.29,0,None
PR01688,2023-06-10,P007,92,29.05,0,None
PR01689,2024-10-30,P061,471,102.77,0,None
PR01690,2024-09-04,P094,90,35.66,3,Defective Material
PR01691,2023-05-16,P049,339,101.29,0,None
PR01692,2024-06-11,P020,369,159.74,0,None
PR01693,2023-01-31,P083,305,83.41,0,None
PR01694,2024-02-11,P036,409,196.63,0,None
PR01695,2024-07-09,P055,422,198.34,0,None
PR01696,2024-07-22,P010,292,107.3,0,None
PR01697,2023-10-06,P040,139,59.86,0,None
PR01698,2023-03-13,P010,373,95.55,0,None
PR01699,2023-07-13,P049,170,34.02,0,None
PR01700,2024-12-08,P093,65,25.54,0,None
PR01701,2024-09-23,P045,403,167.88,0,None
PR01702,2023-02-04,P100,455,216.42,0,None
PR01703,2024-05-07,P075,96,17.77,6,Defective Material
PR01704,2024-02-28,P022,186,25.52,16,Spoilage
PR01705,2024-09-20,P010,148,70.42,0,None
PR01706,2023-02-24,P063,143,58.81,0,None
PR01707,2023-12-02,P093,164,57.08,10,Overproduction
PR01708,2023-10-27,P042,333,79.39,0,None
PR01709,2023-07-15,P094,494,130.45,0,None
PR01710,2023-05-24,P073,188,42.16,12,Production Error
PR01711,2024-07-23,P070,59,7.08,0,None
PR01712,2024-07-08,P022,360,121.68,0,None
PR01713,2024-01-17,P047,465,172.69,0,None
PR01714,2023-12-26,P020,61,12.27,3,Overproduction
PR01715,2024-10-15,P029,210,35.37,0,None
PR01716,2024-04-30,P053,401,46.31,26,Overproduction
PR01717,2024-06-21,P064,266,38.18,0,None
PR01718,2024-12-09,P009,473,136.37,0,None
PR01719,2023-12-18,P040,181,32.12,0,None
PR01720,2023-05-06,P025,441,178.68,0,None
PR01721,2024-05-19,P069,174,60.27,0,None
PR01722,2023-05-29,P056,237,69.14,0,None
PR01723,2023-07-02,P039,429,125.52,0,None
PR01724,2023-02-05,P001,276,74.75,2,Defective Material
PR01725,2024-07-09,P018,202,73.26,0,None
PR01726,2024-09-04,P006,449,168.94,0,None
PR01727,2024-12-03,P064,326,151.8,0,None
PR01728,2024-05-15,P069,468,184.94,0,None
PR01729,2023-07-06,P041,218,39.61,0,None
PR01730,2024-11-11,P031,444,54.06,0,None
PR01731,2024-08-16,P075,499,114.75,0,None
PR01732,2024-07-28,P004,175,47.85,0,None
PR01733,2024-02-02,P032,68,9.06,0,None
PR01734,2024-10-26,P058,375,56.28,0,None
PR01735,2023-03-12,P008,406,142.08,20,Defective Material
PR01736,2023-12-08,P069,271,104.11,0,None
PR01737,2024-03-03,P056,409,98.11,0,None
PR01738,2023-04-26,P044,455,88.06,0,None
PR01739,2023-09-29,P084,132,54.48,0,None
PR01740,2024-09-04,P008,270,126.13,0,None
PR01741,2023-08-31,P068,466,145.31,0,None
PR01742,2024-03-27,P006,476,111.86,0,None
PR01743,2024-11-25,P034,123,37.65,0,None
PR01744,2024-05-23,P043,282,50.59,0,None
PR01745,2023-05-24,P086,162,75.38,0,None
PR01746,2023-03-16,P063,235,76.44,0,None
PR01747,2024-06-10,P044,390,101.4,0,None
PR01748,2023-03-19,P001,300,104.1,0,None
PR01749,2024-12-31,P099,114,13.67,0,None
PR01750,2023-11-21,P009,185,60.67,0,None
PR01751,2023-06-01,P049,247,89.68,0,None
PR01752,2023-03-28,P061,149,64.32,12,Defective Material
PR01753,2024-05-07,P070,216,27.1,0,None
PR01754,2024-10-28,P001,398,90.0,0,None
PR01755,2024-07-11,P086,474,77.81,0,None
PR01756,2023-02-12,P052,417,58.77,0,None
PR01757,2023-11-09,P058,190,45.25,0,None
PR01758,2024-06-22,P049,319,60.74,10,Production Error
PR01759,2023-03-22,P066,275,119.41,3,Production Error
PR01760,2024-10-25,P085,238,74.33,0,None
PR01761,2023-09-01,P075,397,125.67,0,None
PR01762,2024-02-05,P052,354,92.07,0,None
PR01763,2023-06-07,P084,434,46.87,0,None
PR01764,2024-05-06,P072,75,16.86,0,None
PR01765,2024-11-04,P053,359,53.05,0,None
PR01766,2023-07-02,P004,156,33.06,0,None
PR01767,2023-04-18,P056,448,209.57,0,None
PR01768,2023-02-18,P081,53,16.01,0,None
PR01769,2023-08-21,P052,132,60.17,0,None
PR01770,2024-11-10,P056,94,22.06,4,Overproduction
PR01771,2024-06-16,P026,61,14.14,0,None
PR01772,2024-04-19,P072,457,210.34,0,None
PR01773,2024-04-22,P065,350,154.9,0,None
PR01774,2023-01-14,P054,88,40.92,0,None
PR01775,2024-08-17,P034,282,137.35,0,None
PR01776,2024-09-11,P074,141,58.4,10,Defective Material
PR01777,2023-09-29,P069,101,48.23,4,Defective Material
PR01778,2024-12-23,P050,130,51.64,0,None
PR01779,2023-07-13,P071,221,100.31,7,Spoilage
PR01780,2024-12-04,P048,357,38.88,0,None
PR01781,2024-03-10,P034,199,33.9,0,None
PR01782,2024-11-04,P008,195,76.89,0,None
PR01783,2024-01-22,P039,295,102.69,0,None
PR01784,2024-12-10,P079,167,69.62,10,Overproduction
PR01785,2023-11-16,P088,231,97.47,0,None
PR01786,2023-02-23,P010,237,107.44,0,None
PR01787,2024-02-28,P064,172,49.81,0,None
PR01788,2024-11-12,P037,467,49.68,31,Overproduction
PR01789,2023-10-27,P097,81,26.53,0,None
PR01790,2023-06-15,P044,379,127.91,0,None
PR01791,2023-07-31,P040,308,49.12,0,None
PR01792,2024-10-07,P064,96,29.53,0,None
PR01793,2023-08-22,P021,289,88.0,0,None
PR01794,2023-06-08,P015,263,107.63,0,None
PR01795,2023-12-27,P048,119,37.85,0,None
PR01796,2024-11-06,P061,66,24.27,0,None
PR01797,2023-10-05,P073,433,204.38,0,None
PR01798,2023-05-13,P038,295,50.92,0,None
PR01799,2024-08-08,P023,342,139.26,0,None
PR01800,2024-02-25,P032,330,82.39,0,None
PR01801,2024-03-29,P018,351,44.28,0,None
PR01802,2023-03-01,P053,130,54.91,0,None
PR01803,2024-10-09,P083,100,27.21,0,None
PR01804,2023-08-10,P063,425,72.18,3,Spoilage
PR01805,2024-06-16,P054,230,48.5,9,Production Error
PR01806,2023-05-27,P080,399,184.41,6,Spoilage
PR01807,2024-02-20,P002,170,74.03,0,None
PR01808,2023-12-31,P047,153,25.53,0,None
PR01809,2024-04-01,P062,371,65.93,0,None
PR01810,2024-06-21,P043,485,81.99,0,None
PR01811,2024-08-24,P031,211,28.97,0,None
PR01812,2023-01-04,P045,56,27.26,0,None
PR01813,2024-02-06,P100,293,45.79,0,None
PR01814,2023-09-21,P057,305,117.05,0,None
PR01815,2023-04-24,P065,239,37.58,0,None
PR01816,2023-02-01,P040,478,207.42,43,Production Error
PR01817,2023-10-05,P044,483,95.88,0,None
PR01818,2023-01-28,P098,418,203.52,0,None
PR01819,2024-06-10,P094,177,69.89,0,None
PR01820,2024-12-01,P055,320,57.64,0,None
PR01821,2024-10-23,P093,361,77.68,0,None
PR01822,2024-08-14,P081,298,87.27,1,Overproduction
PR01823,2024-03-07,P100,484,91.64,0,None
PR01824,2024-03-07,P056,263,87.06,15,Overproduction
PR01825,2024-08-09,P007,461,159.14,0,None
PR01826,2023-06-01,P033,291,45.14,0,None
PR01827,2024-06-19,P008,288,133.84,0,None
PR01828,2024-01-17,P085,436,82.96,0,None
PR01829,2024-08-24,P014,329,49.9,0,None
PR01830,2023-10-08,P041,238,103.6,0,None
PR01831,2023-04-16,P030,52,6.0,0,None
PR01832,2024-01-23,P061,238,59.85,0,None
PR01833,2024-04-28,P065,488,230.18,47,Defective Material
PR01834,2024-01-22,P089,83,29.94,0,None
PR01835,2023-11-26,P006,426,211.47,16,Production Error
PR01836,2024-10-15,P039,371,122.04,0,None
PR01837,2024-08-23,P058,207,29.07,0,None
PR01838,2024-04-20,P013,444,93.61,0,None
PR01839,2023-03-23,P019,489,201.87,0,None
PR01840,2023-06-30,P091,347,139.09,0,None
PR01841,2024-11-02,P059,438,151.96,0,None
PR01842,2024-05-25,P098,494,75.81,0,None
PR01843,2024-07-16,P070,244,55.92,6,Defective Material
PR01844,2023-09-14,P060,406,119.2,0,None
PR01845,2023-05-16,P081,260,26.05,0,None
PR01846,2024-01-22,P022,283,66.68,0,None
PR01847,2023-10-25,P029,75,9.14,2,Defective Material
PR01848,2023-06-28,P048,81,8.35,0,None
PR01849,2024-06-07,P041,448,65.48,0,None
PR01850,2023-02-18,P036,83,40.03,0,None
PR01851,2023-02-15,P043,186,56.5,0,None
PR01852,2024-06-25,P053,300,85.0,10,Spoilage
PR01853,2024-12-31,P005,468,196.82,0,None
PR01854,2024-08-28,P007,342,117.3,0,None
PR01855,2024-02-07,P029,109,26.33,0,None
PR01856,2023-11-12,P028,490,145.23,0,None
PR01857,2023-01-12,P082,211,81.98,0,None
PR01858,2023-02-06,P057,60,7.93,0,None
PR01859,2024-07-12,P010,214,66.59,0,None
PR01860,2023-02-22,P083,82,11.68,0,None
PR01861,2023-10-17,P015,248,37.6,0,None
PR01862,2023-11-29,P063,134,53.43,0,None
PR01863,2023-12-01,P078,325,135.48,26,Production Error
PR01864,2024-01-02,P074,221,107.85,0,None
PR01865,2024-01-04,P043,60,10.62,0,None
PR01866,2023-07-11,P038,352,106.76,0,None
PR01867,2024-07-29,P098,147,20.61,0,None
PR01868,2023-05-14,P086,187,46.89,0,None
PR01869,2024-04-08,P051,192,51.16,0,None
PR01870,2023-06-03,P081,468,48.47,0,None
PR01871,2023-05-06,P069,199,76.91,0,None
PR01872,2024-10-29,P048,417,193.5,0,None
PR01873,2024-02-26,P060,282,129.62,0,None
PR01874,2023-04-26,P026,194,33.96,0,None
PR01875,2024-07-10,P020,367,90.56,0,None
PR01876,2023-09-24,P027,280,36.33,0,None
PR01877,2023-03-10,P086,124,45.33,0,None
PR01878,2023-11-26,P042,398,155.11,0,None
PR01879,2024-07-10,P042,490,69.38,0,None
PR01880,2023-10-22,P086,290,54.85,0,None
PR01881,2024-06-29,P014,403,156.84,0,None
PR01882,2024-03-15,P020,378,158.68,18,Production Error
PR01883,2023-07-04,P098,320,98.83,0,None
PR01884,2024-06-29,P069,345,48.4,0,None
PR01885,2023-03-02,P076,80,19.97,0,None
PR01886,2024-07-18,P094,451,150.15,0,None
PR01887,2024-11-14,P015,369,79.33,0,None
PR01888,2024-03-19,P098,475,139.84,0,None
PR01889,2023-07-08,P056,350,153.49,0,None
PR01890,2024-01-31,P042,183,24.13,0,None
PR01891,2024-02-03,P070,436,191.16,0,None
PR01892,2023-01-02,P057,237,83.41,0,None
PR01893,2023-03-05,P014,84,33.64,0,None
PR01894,2024-11-30,P033,475,157.19,0,None
PR01895,2023-05-11,P051,464,143.45,0,None
PR01896,2024-02-15,P091,241,63.97,0,None
PR01897,2023-05-02,P097,402,159.12,0,None
PR01898,2023-01-13,P024,459,146.27,19,Spoilage
PR01899,2024-08-13,P046,309,90.21,8,Overproduction
PR01900,2024-03-31,P023,468,155.1,0,None
PR01901,2024-01-02,P097,147,26.35,0,None
PR01902,2023-02-07,P027,176,48.0,0,None
PR01903,2023-02-22,P054,339,148.23,0,None
PR01904,2023-09-19,P084,415,146.73,29,Defective Material
PR01905,2023-12-26,P045,311,34.25,0,None
PR01906,2023-01-19,P023,361,175.09,0,None
PR01907,2024-11-02,P095,115,41.82,0,None
PR01908,2024-04-13,P051,220,49.17,0,None
PR01909,2023-02-03,P024,104,36.21,0,None
PR01910,2024-05-23,P060,469,139.29,0,None
PR01911,2023-04-19,P046,473,130.29,0,None
PR01912,2023-03-21,P082,403,61.46,0,None
PR01913,2024-03-10,P042,254,110.99,11,Spoilage
PR01914,2024-03-08,P075,51,13.67,0,None
PR01915,2023-03-23,P009,163,32.84,0,None
PR01916,2024-05-22,P020,350,36.47,0,None
PR01917,2024-09-04,P077,314,93.36,0,None
PR01918,2024-06-19,P040,164,80.25,0,None
PR01919,2024-08-12,P092,192,68.06,2,Production Error
PR01920,2024-03-12,P013,329,128.25,0,None
PR01921,2024-04-20,P034,453,210.4,0,None
PR01922,2023-01-04,P047,396,164.58,0,None
PR01923,2023-02-02,P031,55,8.26,1,Spoilage
PR01924,2023-06-26,P096,198,23.97,0,None
PR01925,2024-10-21,P084,403,84.08,0,None
PR01926,2023-12-28,P051,355,169.88,31,Spoilage
PR01927,2023-04-17,P042,284,80.02,0,None
PR01928,2023-05-13,P072,246,99.95,5,Overproduction
PR01929,2024-03-23,P077,63,27.64,0,None
PR01930,2024-05-03,P052,310,58.11,0,None
PR01931,2024-11-17,P071,183,80.16,8,Overproduction
PR01932,2023-01-04,P059,463,191.94,11,Defective Material
PR01933,2024-09-28,P088,475,202.44,0,None
PR01934,2024-05-25,P047,412,148.86,0,None
PR01935,2024-04-22,P020,321,37.5,0,None
PR01936,2023-07-11,P098,103,19.08,0,None
PR01937,2024-01-30,P074,248,71.19,14,Spoilage
PR01938,2023-11-15,P051,286,37.8,0,None
PR01939,2024-06-11,P100,60,22.38,0,None
PR01940,2024-12-13,P044,494,205.89,0,None
PR01941,2024-10-22,P098,211,97.52,0,None
PR01942,2024-02-16,P042,141,54.58,0,None
PR01943,2023-05-16,P083,206,67.67,0,None
PR01944,2023-11-10,P085,453,146.84,0,None
PR01945,2024-05-12,P016,393,88.55,0,None
PR01946,2024-10-27,P058,153,33.19,0,None
PR01947,2024-05-14,P086,442,139.09,0,None
PR01948,2023-01-02,P047,99,48.17,0,None
PR01949,2023-07-24,P081,55,26.8,0,None
PR01950,2024-04-30,P008,469,190.81,0,None
PR01951,2024-11-29,P017,163,21.38,0,None
PR01952,2024-07-09,P066,168,37.51,0,None
PR01953,2023-09-25,P003,72,29.7,4,Spoilage
PR01954,2024-02-12,P083,350,73.38,20,Overproduction
PR01955,2023-04-20,P013,383,116.02,0,None
PR01956,2024-08-05,P018,424,80.07,0,None
PR01957,2023-12-06,P085,445,66.68,0,None
PR01958,2024-08-28,P020,374,51.5,0,None
PR01959,2024-01-22,P009,364,45.01,0,None
PR01960,2024-05-07,P095,175,32.98,0,None
PR01961,2024-07-13,P030,258,53.14,0,None
PR01962,2023-05-25,P002,248,106.42,0,None
PR01963,2024-11-17,P076,84,36.9,0,None
PR01964,2023-11-15,P024,451,61.33,0,None
PR01965,2023-12-09,P054,354,72.03,0,None
PR01966,2023-08-07,P064,172,49.21,0,None
PR01967,2023-11-10,P015,140,50.89,0,None
PR01968,2024-01-20,P050,429,148.09,0,None
PR01969,2024-07-23,P076,335,137.55,21,Production Error
PR01970,2024-04-12,P091,145,31.75,0,None
PR01971,2023-05-02,P032,91,39.71,0,None
PR01972,2023-01-14,P024,428,56.33,0,None
PR01973,2023-05-22,P070,123,20.86,0,None
PR01974,2024-04-25,P084,409,59.86,14,Spoilage
PR01975,2024-08-25,P044,150,66.16,0,None
PR01976,2023-06-04,P082,109,25.42,0,None
PR01977,2024-11-07,P072,79,19.03,0,None
PR01978,2023-05-27,P058,164,68.93,0,None
PR01979,2024-03-21,P100,292,110.48,18,Production Error
PR01980,2024-03-21,P009,394,151.15,0,None
PR01981,2023-02-28,P016,142,19.41,0,None
PR01982,2023-10-01,P089,148,49.05,4,Production Error
PR01983,2023-11-11,P013,321,103.78,12,Defective Material
PR01984,2023-04-20,P029,465,153.29,0,None
PR01985,2024-02-14,P037,468,89.34,0,None
PR01986,2024-01-05,P003,152,39.79,0,None
PR01987,2024-07-12,P023,382,146.24,0,None
PR01988,2023-05-07,P020,319,50.97,0,None
PR01989,2024-12-22,P013,58,10.13,0,None
PR01990,2023-01-12,P078,406,160.62,0,None
PR01991,2023-05-26,P081,370,101.82,0,None
PR01992,2024-11-17,P029,355,168.19,0,None
PR01993,2023-10-01,P068,122,43.84,3,Overproduction
PR01994,2023-08-19,P059,370,98.47,0,None
PR01995,2024-05-01,P071,195,38.12,0,None
PR01996,2023-04-19,P026,89,25.98,0,None
PR01997,2023-04-03,P052,134,52.62,0,None
PR01998,2024-12-08,P033,306,92.97,0,None
PR01999,2024-11-09,P075,365,90.44,0,None
PR02000,2024-03-17,P083,474,176.73,0,None
PR02001,2023-09-18,P017,439,207.6,0,None
PR02002,2024-05-31,P041,381,127.78,0,None
PR02003,2023-11-21,P073,182,34.54,0,None
PR02004,2023-09-03,P073,226,25.96,0,None
PR02005,2023-08-18,P097,319,111.2,0,None
PR02006,2024-04-30,P055,209,38.59,0,None
PR02007,2023-05-10,P066,349,75.63,0,None
PR02008,2023-11-05,P084,306,99.85,26,Overproduction
PR02009,2024-04-06,P023,165,31.92,0,None
PR02010,2023-04-11,P085,346,140.24,0,None
PR02011,2023-11-17,P007,91,44.96,0,None
PR02012,2024-07-09,P019,325,133.92,0,None
PR02013,2023-06-11,P014,350,63.8,0,None
PR02014,2024-07-07,P029,325,145.86,0,None
PR02015,2024-01-05,P079,199,32.09,0,None
PR02016,2024-07-18,P029,120,19.28,0,None
PR02017,2023-11-05,P029,305,121.39,0,None
PR02018,2024-02-05,P078,290,74.58,0,None
PR02019,2023-06-08,P079,259,114.32,0,None
PR02020,2023-06-15,P035,64,26.13,0,None
PR02021,2024-12-20,P074,105,50.28,2,Spoilage
PR02022,2024-02-04,P037,328,82.29,0,None
PR02023,2023-11-07,P017,445,178.9,0,None
PR02024,2024-09-14,P027,483,151.72,13,Spoilage
PR02025,2024-08-30,P025,237,63.41,0,None
PR02026,2023-05-17,P063,492,231.47,0,None
PR02027,2023-08-25,P052,340,131.89,0,None
PR02028,2024-04-30,P055,110,43.75,0,None
PR02029,2024-03-17,P060,453,61.9,0,None
PR02030,2024-11-16,P069,259,87.27,0,None
PR02031,2024-11-04,P028,93,25.71,1,Spoilage
PR02032,2023-04-06,P031,352,121.7,24,Overproduction
PR02033,2023-11-17,P039,224,54.96,0,None
PR02034,2023-05-28,P004,379,107.41,0,None
PR02035,2024-12-25,P061,342,38.99,0,None
PR02036,2024-08-05,P087,113,36.12,6,Production Error
PR02037,2023-05-23,P084,422,133.82,0,None
PR02038,2023-10-03,P061,56,15.03,0,None
PR02039,2023-04-20,P014,341,132.07,10,Overproduction
PR02040,2023-01-08,P018,485,164.2,21,Production Error
PR02041,2023-06-06,P095,169,40.48,0,None
PR02042,2023-07-13,P065,179,59.73,0,None
PR02043,2023-06-22,P098,109,27.71,0,None
PR02044,2024-06-09,P019,180,86.1,0,None
PR02045,2023-09-26,P070,470,134.77,0,None
PR02046,2024-06-27,P025,113,30.04,0,None
PR02047,2024-09-09,P079,58,10.65,0,None
PR02048,2024-08-28,P008,316,151.29,0,None
PR02049,2023-01-01,P087,364,165.61,0,None
PR02050,2024-09-13,P099,434,138.1,0,None
PR02051,2024-04-21,P012,295,113.8,0,None
PR02052,2024-03-02,P024,84,14.24,0,None
PR02053,2023-07-29,P043,128,30.32,0,None
PR02054,2024-08-24,P086,407,114.68,0,None
PR02055,2024-03-31,P050,92,18.93,0,None
PR02056,2023-02-28,P091,331,90.11,0,None
PR02057,2024-04-21,P020,221,70.58,0,None
PR02058,2024-05-14,P017,430,52.11,0,None
PR02059,2023-05-23,P064,394,39.45,27,Production Error
PR02060,2024-07-31,P043,196,97.59,0,None
PR02061,2023-07-30,P090,96,19.83,0,None
PR02062,2024-07-27,P022,62,25.1,1,Overproduction
PR02063,2023-12-29,P054,300,127.62,0,None
PR02064,2023-02-04,P035,244,99.54,0,None
PR02065,2024-02-24,P056,323,143.74,0,None
PR02066,2024-07-11,P034,488,79.92,0,None
PR02067,2023-03-09,P069,440,128.45,0,None
PR02068,2023-08-09,P044,432,189.44,0,None
PR02069,2024-03-11,P091,252,101.19,0,None
PR02070,2023-07-21,P094,407,121.21,0,None
PR02071,2023-06-10,P021,256,70.68,12,Defective Material
PR02072,2024-08-21,P062,81,23.03,0,None
PR02073,2024-06-30,P071,86,39.48,0,None
PR02074,2023-01-09,P039,116,44.41,0,None
PR02075,2024-12-06,P054,263,66.12,0,None
PR02076,2023-07-31,P020,495,117.0,0,None
PR02077,2023-09-19,P038,300,65.93,0,None
PR02078,2023-09-30,P030,183,56.17,0,None
PR02079,2024-09-11,P008,303,30.9,0,None
PR02080,2023-09-28,P061,281,133.82,0,None
PR02081,2023-07-31,P088,387,141.97,0,None
PR02082,2023-07-20,P019,280,93.0,0,None
PR02083,2024-08-12,P030,323,45.65,0,None
PR02084,2024-10-13,P049,392,166.68,0,None
PR02085,2024-03-31,P019,391,80.28,0,None
PR02086,2024-01-06,P052,317,117.27,0,None
PR02087,2024-04-09,P062,113,26.74,0,None
PR02088,2023-11-18,P077,162,30.77,0,None
PR02089,2024-09-21,P068,423,124.46,41,Spoilage
PR02090,2024-04-18,P100,372,111.39,25,Spoilage
PR02091,2024-11-05,P052,162,29.2,0,None
PR02092,2024-06-14,P037,297,64.84,0,None
PR02093,2023-07-30,P061,143,69.38,0,None
PR02094,2023-04-11,P088,438,86.53,0,None
PR02095,2024-01-20,P084,324,85.96,0,None
PR02096,2023-07-15,P046,120,19.29,0,None
PR02097,2024-11-09,P042,55,12.57,0,None
PR02098,2023-07-12,P032,95,19.75,0,None
PR02099,2024-07-09,P064,70,29.13,3,Overproduction
PR02100,2023-07-26,P067,323,66.06,0,None
PR02101,2024-05-31,P017,87,31.76,0,None
PR02102,2023-04-01,P070,232,38.79,5,Defective Material
PR02103,2024-07-03,P022,445,194.61,0,None
PR02104,2024-10-19,P075,353,113.26,0,None
PR02105,2024-06-01,P040,271,129.04,0,None
PR02106,2023-03-16,P075,423,144.29,0,None
PR02107,2024-11-02,P020,377,144.97,0,None
PR02108,2024-01-31,P038,87,24.27,0,None
PR02109,2024-06-05,P053,463,201.89,0,None
PR02110,2023-12-15,P078,380,89.43,0,None
PR02111,2024-11-22,P047,331,146.53,21,Spoilage
PR02112,2024-06-28,P097,83,31.73,0,None
PR02113,2024-12-25,P008,275,134.48,0,None
PR02114,2024-09-22,P022,499,79.5,0,None
PR02115,2024-07-13,P038,298,109.78,0,None
PR02116,2024-04-20,P039,188,44.87,0,None
PR02117,2023-12-15,P070,239,77.17,0,None
PR02118,2023-10-07,P062,268,88.4,0,None
PR02119,2024-04-15,P051,95,12.29,0,None
PR02120,2023-04-20,P013,375,99.88,0,None
PR02121,2023-11-21,P065,79,19.71,0,None
PR02122,2024-09-20,P032,322,108.2,0,None
PR02123,2023-10-27,P003,402,91.31,0,None
PR02124,2024-10-05,P080,368,62.94,0,None
PR02125,2023-07-02,P067,79,17.53,0,None
PR02126,2024-07-28,P047,69,22.26,3,Defective Material
PR02127,2024-09-04,P047,250,100.87,0,None
PR02128,2024-07-05,P055,61,18.25,0,None
PR02129,2023-06-07,P088,171,20.57,12,Defective Material
PR02130,2024-12-15,P052,369,135.06,0,None
PR02131,2023-01-29,P094,105,36.88,0,None
PR02132,2023-07-31,P055,368,155.41,0,None
PR02133,2024-09-12,P064,333,51.53,23,Spoilage
